item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
147782,https://www.chewy.com/tiny-tiger-chunks-in-extra-gravy/dp/174615,Tiny Tiger Chunks in EXTRA Gravy Seafood Recipes Variety Pack Grain-Free Canned Cat Food,Tiny Tiger,$18.05,$17.15,4.5 pounds,"Feed your cat’s biggest dreams with a bowlful of delicious, grain-free nutrition. Tiny Tiger Chunks in Extra Gravy recipes deliver the protein your mighty feline needs to perform at his best, with a variety of crave-able proteins—including real whitefish, salmon and tuna. It’s a complete and balanced diet in every can, and a total showstopper when it comes to flavor and nutrition. Your cat will love the taste of real fish in savory gravy, and you can feel good knowing each bite packs the nutrients he needs to stay in tip-top shape, like vitamins, minerals and essential amino acids like taurine. Plus, there’s real broth to add healthy hydration, and never any grains like corn, wheat or soy. Open up a can and feed the stripes within!",Non-Rx
161807,https://www.chewy.com/frisco-colorful-springs-cat-toy-10/dp/188522,Frisco Colorful Springs Cat Toy,Frisco,$5.70,,0.96 ounces,"Spring into playtime with a classic kitty playtime favorite! Some cats are all about the simple things, like a colorful, bouncy spring to chase and bat around the house. These springs have an erratic bounce to turn up the playtime excitement and come in vibrant colors to keep cats engaged in play. They’re perfect to give your kitty the daily mental stimulation and exercise they need, without a whole lot of fuss. Just break them out and let the games begin!",Non-Rx
366858,https://www.chewy.com/versele-laga-colombine-grit-redstone/dp/393072,"Versele-Laga Colombine Grit + Redstone Bird Supplement, 44-lb box",Versele-Laga,$42.49,$40.37,,"Here’s a blend that will have your feathered friends cooing with delight! The Versele-Laga Colombine Grit + Redstone Bird Supplement helps support regular digestion with a tasty mix of oyster shells, charcoal and anise seeds. This mixture provides your pigeons with a balanced source of minerals and trace elements. All of these quality ingredients have been washed and sterilized—perfect for caring for your pigeon pals!",Non-Rx
228272,https://www.chewy.com/caitec-featherland-paradise/dp/254787,"Caitec Featherland Paradise Cuttlebone Bird Toy, 2 count",Caitec,$3.92,$3.72,0.96 ounces,"Searching for an easier way to keep his cage clean while keeping your birdie healthy? Look no feather than Caitec Featherland Paradise Cuttlebone Bird Toy. Your feathered friend will be able to use the gritty surface to keep his claws trimmed and healthy, while the paper protects the floor from scratches. And of course, cleaning his cage is easier than ever! Simply throw away the paper when it’s cleaning day and then replace. This gravel paper is suitable for our all feathered friends.",Non-Rx
241420,https://www.chewy.com/higgins-vita-seed-conure-lovebird/dp/267908,Higgins Vita Seed Conure & Lovebird Bird Food,Higgins,$65.99,$62.69,25 pounds,"Conure believe it — Higgins Vita Seed Conure & Lovebird Bird Food is a tasty meal that’s perfect for the conure or lovebird in your life! This premium blend of crop seeds, grains, dried fruits, dried vegetables and nutritionally packed extruded pellets is designed to optimally meet your fine feathered friend’s dietary needs and taste preferences. The pellets are rich in vitamins, minerals and trace nutrients, antioxidants in the form of docosahexaenoic (DHA) omega-3 and -6 fatty acids, and protected probiotics to support digestive health. And there are no artificial preservatives, flavors or colors — just natural goodness for your pretty lady.",Non-Rx
102126,https://www.chewy.com/jw-pet-insight-cuttlebone-holder/dp/129635,"JW Pet InSight Cuttlebone Holder Bird Toy, Regular",JW Pet,$2.99,$2.84,,The JW Pet InSight Cuttlebone Holder Bird Toy is extremely easy to use and will hold any type of cuttlebone for your bird to enjoy. There are no difficult wires—just a plastic support that holds the cuttlebone and a simple screw-on bolt that attaches to both vertical and horizontal cage wires. The adjustable perch can be moved up or down for easier access to the cuttlebone as it is eaten. It’s the simplest way to give your bird the trace minerals and calcium he needs and to keep his beak strong and healthy.,Non-Rx
216223,https://www.chewy.com/kaytee-squirrel-critter-blend-wild/dp/242778,Kaytee Squirrel & Critter Blend Wild Bird Food,Kaytee,$14.99,$14.24,20.75 pounds,"If squirrels and other critters are getting into your bird feeders, Kaytee Squirrel & Critter Blend Wild Bird Food offers a solution. This mix of grains and seeds is designed to specifically attract squirrels and chipmunks, luring them away from your bird feeders and satisfying their appetites. Quality corn, seeds and nuts helps to keep critters satisfied and healthy, too. You’ll be able to not only watch feathered friends at your feeders, but have the satisfaction of knowing you’re helping to feed other hungry critters. The barrier packaging helps to keep this mix fresh and tasty.",Non-Rx
333136,https://www.chewy.com/prevue-pet-products-small-dome-top/dp/359385,Prevue Pet Products Small Dome Top Bird Cage,Prevue Pet Products,$204.99,,42 pounds,"The Prevue Pet Products Small Dome Top Bird Cage gives your feathered friend plenty of space to keep him flap happy. Its dome top roof provides plenty of space for extra toys. The cage features powder-coated steel for durability, and is designed to be easy to assemble. The rounded corner seed guards help to prevent mess while being less likely to damage walls or get caught on your clothes. The grille and debris tray are removable for easy, thorough cleaning. This cage also features a large front door that has a push button lock and a windbell lock to help keep your escape artist safely contained.",Non-Rx
120536,https://www.chewy.com/audubon-park-wild-bird-food-20-lb-bag/dp/147716,"Audubon Park Wild Bird Food, 20-lb bag",Audubon Park,$13.99,$13.29,20 pounds,"Fill your backyard with the sound of sweet singing thanks to the Audubon Park Wild Bird Food. A special blend that’s designed to attract a variety of birds all year long, this wild bird food is safe, natural, and nutritious. It works wonderfully in almost any feeder, including a hopper, tube, or platform feeder, and it will keep birds like finches, sparrows, juncos, and cardinals coming back for more. And it’s all made with care right here in the USA, by the family-owned and bird-loving company.",Non-Rx
134204,https://www.chewy.com/vitakraft-crunch-sticks-grain-honey/dp/161212,"Vitakraft Crunch Sticks Grain & Honey Parakeet Bird Treat Toys, 2 count",Vitakraft,$3.99,$3.79,,"Vitakraft Crunch Sticks Parakeet Treat are nutritious bird treats that feature a wood stick wrapped in select millet, seeds and a touch of indulgent honey—a perfect supplement to your pal’s daily parakeet food. The captivating design encourages your bird to peck and chew, wearing down their beak to help keep it healthy and strong. Plus, they come with a cage clip holder for easy feeding.",Non-Rx
110668,https://www.chewy.com/homeopet-anxiety-tfln-dog-cat-bird/dp/138030,"HomeoPet Anxiety TFLN Dog, Cat, Bird & Small Animal Supplement, 450 drops",HomeoPet,$14.99,$14.24,,"Give your furry pal a moment of Zen with the HomeoPet Anxiety TFLN Dog, Cat, Bird & Small Animal Supplement. Because sometimes your pet has trouble just taking a deep breath, this homeopathic liquid helps to promote calmness during the big “TFLN” stressors of thunder, fireworks, and loud noises. Drawing on hundreds of years of natural medicine therapy, the all-natural ingredients work to synergistically relieve anxiety during these common triggers. The chemical-free formula actually helps to buffer the noise that pets hear, as well as their reaction to atmospheric changes caused by approaching storms.",Non-Rx
98568,https://www.chewy.com/flukers-freeze-dried-grasshoppers/dp/126125,Fluker's Freeze-Dried Grasshoppers Reptile Treats,Fluker's,$7.49,$7.12,,"Fluker's Freeze-dried Grasshoppers Reptile Treats are packed with all of the essential nutrients and vitamins your reptile needs to thrive. Grasshoppers are a natural prey for larger reptiles and birds, and are a favorite food of bearded dragons, blue-tongued skinks and monitors. These tasty treats area great way to provide pets with a healthy snack that's rich in protein and amino acids. The freeze-drying process preserves the grasshoppers' flavor and nutrition, providing reptiles with their natural prey in a convenient and easy-to-handle form. This is also great for use with aquatic turtles, terrestrial turtles, aquatic amphibians, terrestrial amphibians, invertebrates, and lizards.",Non-Rx
225320,https://www.chewy.com/bluebonnet-feeds-poultry-game-30/dp/251844,"Bluebonnet Feeds Poultry & Game 30% Protein Crumble Bird Food, 50-lb bag",Bluebonnet Feeds,$25.99,$24.69,50 pounds,"Give your young game birds, poultry and ratite the proper balance of nutrients they need for proper growth and development. With Bluebonnet Feeds Poultry & Game Crumble Bird Food, you can do just that! The crumbly texture is easy for young birds to eat and it contains amino acids, vitamins and minerals to support overall health! This food is perfect for a variety of birds including turkey, quail, chuckar, ducks, pheasant, emu, ostrich, chickens and other poultry and game birds!",Non-Rx
285420,https://www.chewy.com/pollys-pet-products-hardwood-bird/dp/311783,Polly's Pet Products Hardwood Bird Perch,Polly's Pet Products,$17.50,,11.20 ounces,"Add some natural flair to your bird’s abode with the Polly’s Pet Products Hardwood Perch! Made out of super durable, hand selected Florida hardwood, this perch will be your pal’s favorite hangout spot for years to come. It features mounting attachments on both ends for next-level stability and safety. On top of that, your feathered friend can entertain their natural instincts as they peel the perch’s bark. This hardwood perch is the perfect way to finish off your companion’s cage décor!",Non-Rx
106096,https://www.chewy.com/prevue-pet-products-naturals-coco/dp/133532,"Prevue Pet Products Naturals Coco Hideaway with Ladder Bird Toy, 12-in",Prevue Pet Products,$12.50,,,"Prevue Pet Products Naturals Coco Hideaway with Ladder Bird Toy is handmade from 100% natural, eco-friendly Hevea wood branches, coconut shell and natural sisal rope to encourage foot and beak exercise. It’s a rugged, rich, textured landscape that will engage birds for hours of play and mental stimulation. Plus, it can connect easily to a cage.",Non-Rx
216262,https://www.chewy.com/kaytee-sunflower-hearts-chips-wild/dp/242818,"Kaytee Sunflower Hearts & Chips Wild Bird Food, 8-lb bag",Kaytee,$11.99,$11.39,8.16 pounds,"Kaytee Sunflower Hearts & Chips Wild Bird Food delivers quality nutrition to your feathered friends while encouraging them to flock to your yard. The hulls have been removed, making the seeds easier to eat. This helps to eliminate mess, and also prevents fallen seeds from germinating and growing in your yard. Since there are no hulls, this mix is completely edible and ideal for year-round feeding for your birdie pals. These seeds act like a magnet in attracting birds, including grosbeaks, titmice, buntings, finches and chickadees.",Non-Rx
631230,https://www.chewy.com/exotic-nutrition-live-mealworms/dp/309171,Exotic Nutrition Live Mealworms,Exotic Nutrition,$69.95,$66.45,,"Stimulate your insect-loving amigo’s hunting instincts by feeding them Exotic Nutrition Live Mealworms! These worms are perfect for small animals like hedgehogs, chickens, reptiles, and more. Full of protein, fatty acids, and vitamins and minerals, they’re a great way to nourish your pet’s body, while sparking their natural instincts. Picky pet parents will also appreciate that the mealworms contain no preservatives and deliver more nutrients than canned or dried options. For a snack that will satisfy your sidekick in more ways than one, feed them these live mealworms from Exotic Nutrition! This is also great for use with aquatic turtles, terrestrial turtles, aquatic amphibians, terrestrial amphibians, invertebrates, and lizards.",Non-Rx
753294,https://www.chewy.com/kaytee-basic-blend-wild-bird-food-20/dp/130995,Kaytee Basic Blend Wild Bird Food,Kaytee,$28.48,$27.06,,"Kaytee Wild Bird Food is an everyday favorite for both bird-watchers and wild birds. This classic food includes a number of different grains to attract a wide variety of birds throughout the seasons. It’s been a mainstay in backyard feeders and is suggested for use in hopper, large-tube and covered fly-through feeders.",Non-Rx
105775,https://www.chewy.com/cs-peanut-delight-no-melt-suet-dough/dp/133222,"C&S Peanut Delight No Melt Suet Dough Wild Bird Food, 11.75-oz tray",C&S,$1.58,$1.50,11.68 ounces,"See your feathered friends flock to your feeder with C&S Peanut Delight No Melt Suet Dough Wild Bird Food. This wild bird suet is produced using a no-melt, no-waste and no-mess formula that appeals to a wide variety of wild birds. It features a base of corn and sunflower meal, a blend of high-quality beef kidney fat and roasted peanuts. This wild bird feed is crafted with a soft dough texture and pressed into a cake form for your convenience. It’s great for attracting bluebirds, woodpeckers and more all year-round.",Non-Rx
179629,https://www.chewy.com/wild-harvest-advanced-nutrition-diet/dp/206302,"Wild Harvest Advanced Nutrition Diet Canary & Finch Food, 2-lb bag",Wild Harvest,$3.98,$3.78,2.42 pounds,"Give your feathered friend the balanced nutrition she deserves with Wild Harvest Advanced Nutrition Diet Canary & Finch Bird Food! This recipe is made in the USA for canaries and finches and is crafted with a blend of seeds and grains including millet, oat groats, canary grass seed, flaxseed and more. This combination of ingredients promotes your bird buddy’s natural foraging behavior, which is important for her mental and physical stimulation. Not only does this bird food taste delicious, but it’s also packed with optimal protein, fat, vitamins and minerals to support a strong body and omega-3 fatty acids to encourage healthy skin and shiny feathers!",Non-Rx
705478,https://www.chewy.com/zymox-avian-care-topical-skin/dp/705470,"Zymox Avian Care Topical Skin Solution, 1.25-oz bottle",Zymox,$19.49,,,"ZYMOX Avian Care Topical Solution w/o Hydrocortisone supports healthy skin and plumage in all birds, including pets, poultry and waterfowl. This topical solution features ZYMOX's LP3 Enzyme System—these naturally occurring enzymes work to soothe dry, itchy, inflamed and irritated skin and provide hydrating nourishment to problematic areas under the feathers. The non-toxic, no-sting formula is made free from steroids, parabens and silicone. It's perfect for animals with sensitive or irritated skin, cuts, abrasions, wounds, abscesses, feather pecking or plucking, molting and recurring skin conditions. For best results, lift the bird's feathers and apply directly onto their skin. Help your beaked bud feel more comfortable in their skin with ZYMOX!",Non-Rx
254083,https://www.chewy.com/wagners-sunflower-hearts-chips/dp/124717,Wagner's Sunflower Hearts & Chips Premium Wild Bird Food,Wagner's,$43.14,$40.98,,"Keep your feathered friends full and your patio free of seeds with Wagner's Sunflower Hearts & Chips Premium Wild Bird Food. Made without shells, Wagner’s chips are a no-waste, flavor-packed seed for your birdies. These sunflower chips won’t leave a mess behind, so they’re great for decks, gardens and patio areas—no clutter to ruin your beautiful atmosphere, and great to attract finches, cardinals, jays, chickadees and more. High in protein and low in effort, this food is especially great in the winter, when birds need conserve their energy to stay warm. Wagner’s sunflower chips provide more nutrition and require less effort to eat, which means your birdies can spend more of their energy on the finer things in life.",Non-Rx
124948,https://www.chewy.com/living-world-spray-millet-176-oz/dp/152066,"Living World Spray Millet, 17.6-oz",Living World,$16.99,$16.14,1.102 pounds,"Give your winged companion an irresistible treat with Living World Spray Millet. Nutritious and delicious, this all-natural millet is sun-ripened and freshly harvested from the wild so it doesn’t contain any additives. Highly digestible, a good source of carbohydrates and low in fat, it makes an ideal snack for growing nestlings and young birds as well as breeding or molting adult birds. Offering spray millet in her cage provides variety and prevents boredom by giving her something healthy and constructive on which to chew. Living World’s spray millet is grown in the USA and vacuum-packed to lock in the freshness.",Non-Rx
254633,https://www.chewy.com/cs-hot-pepper-delight-no-melt-suet/dp/133224,"C&S Hot Pepper Delight No Melt Suet Dough Wild Bird Food, 11.75-oz tray",C&S,$4.26,$4.05,,"Add a little spice to your soaring sidekick’s life with C&S Hot Pepper Delight No Melt Suet Dough Wild Bird Food. This wild bird suet is produced using a no-melt formula that’s weather-resistant and appeals to a wide variety of wild birds. It features rendered beef fat for extra energy, red chili pepper, roasted peanuts, oats, corn and sunflower meal. This wild bird feed is crafted with a soft dough texture and pressed into a cake form for your convenience. It’s great for attracting bluebirds, woodpeckers and more all year-round.",Non-Rx
228170,https://www.chewy.com/flock-fest-dried-mealworms-adult/dp/254685,"Flock Fest Dried Mealworms Adult Poultry Treats, 5-lb bag, 1 count",Flock Fest,$30.67,,5.1 pounds,"Treat your feathered friends to this delicious and nutritious Flock Fest Dried Mealworms Adult Chicken Treats! This single ingredient snack is made with just 100% dried mealworms and contains 50% crude protein and 20% crude fat to help keep your chickens and ducks happy and healthy. Packaged in a 5-pound resealable bag to preserve freshness, this treat has a long shelf life and doesn’t need to be refrigerated. These mealworms are so yummy and packed with nutrients that other small pets can enjoy them too, including hamsters, turtles, hedgehogs, fish and songbirds!",Non-Rx
100912,https://www.chewy.com/zupreem-smart-selects-medium-sized/dp/128435,"ZuPreem Smart Selects Medium Sized Bird Food, 2.5-lb bag",ZuPreem,$15.99,$15.19,,"ZuPreem Smart Selects Cockatiels & Lovebird Bird Food provides premium daily nutrition with a healthy and balanced alternative to the average bird food blend. This delicious food is full of tempting flavors, vibrant colors and a variety of shapes and textures. Your pet bird will love the taste of wholesome grains, seeds and dried fruit that provide essential nutrients and antioxidants to keep him healthy and active. ZuPreem Smart Selects delivers “smart” levels of fat and sodium along with probiotics to promote healthy digestion. Unlike other mixes, it leaves out sunflower seeds that are often high in carbs and fats and deficient in important nutrients.",Non-Rx
106133,https://www.chewy.com/prevue-pet-products-wrought-iron/dp/133568,"Prevue Pet Products Wrought Iron Small & Medium Birds Flight Cage, Black Hammertone",Prevue Pet Products,$144.68,,,Prevue Pet Products Wrought Iron Small & Medium Birds Flight Cage is a spacious home for multiple small birds. The beautiful wrought iron cage features two large front doors and a bottom shelf for additional storage. It’s the perfect extra-large cage with four plastic double cups and three wood perches and also stands on easy-rolling casters so it can be moved from room to room.,Non-Rx
272970,https://www.chewy.com/mango-pet-pet-focus-ready-to-use-bird/dp/299388,Mango Pet Pet Focus Ready-To-Use Bird Aviary & Cage Cleaner,Mango Pet,$34.78,$33.04,,"Mango Pet’s Pet Focus Bird Aviary & Cage Cleaner Ready-to-Use is a complete avian cage cleaner and deodorant. This special blend of bird-safe cleansers works to break down bird poop and keep your bird’s home clean as a whistle. Simply spray it on, then wipe off or air dry—no rinsing required. It’s safe on cages, counters, floors, walls and other hard, non-porous surfaces. If used on feeding dishes or syringes, just give them a rinse after use.",Non-Rx
366868,https://www.chewy.com/scratch-peck-feeds-organic-chicken/dp/393082,"Scratch and Peck Feeds Organic Chicken, Duck, & Waterfowl 20.5% Protein Crumbles & GRUB Protein Starter Feed, 25-lb bag",Scratch and Peck Feeds,$52.99,$50.34,,"Feed your flock the very best with Scratch and Peck Feed Organic Chicken, Ducks, and Waterfowl Crumbles and GRUB Protein Starter Feed. This tasty starter feed is made in the USA with sustainable, organic ingredients like wheat, barley, peas, and grubs – no fillers, soy or corn.  It’s packed with essential vitamins, minerals, and 20.5% protein so your feathered friends can grow strong muscles, healthy bones, and fluffy feathers. Plus every bag upcycles pre-consumer food waste and keeps it from entering a landfill! Your beaked buddies will love the taste – you’ll love that you’re giving them ingredients you trust while helping the planet!",Non-Rx
216268,https://www.chewy.com/kaytee-nut-fruit-blend-wild-bird-food/dp/242824,"Kaytee Nut & Fruit Blend Wild Bird Food, 10-lb bag",Kaytee,$18.80,$17.86,10.2 pounds,"Kaytee Nut & Fruit Blend Wild Bird Food is a high-energy blend perfect for supporting your feathered friends all year round. Your birdie visitors will go flap happy over this mix of seeds, grains, nuts and fruits. This blend is particularly tempting to cardinals, chickadees, nuthatches, woodpeckers and songbirds. With regular feeding, your backyard will be a favorite stop for many colorful birds, making for great birdwatching opportunities.",Non-Rx
254951,https://www.chewy.com/lafeber-tropical-fruit-nutri-berries/dp/164349,Lafeber Tropical Fruit Nutri-Berries Parrot Food,Lafeber,$1.99,,,"Feed your feathered friend a premium-quality diet that appeals to both her physical and behavioral needs with Lafeber Tropical Fruit Nutri-Berries Parrot Bird Food. Amazons, African greys and Pionus will dance with delight for the delicious, balanced nutrition and fun-to-eat shape of this veterinarian-developed food that features real delectable pineapple, papaya and mango. The revolutionary shape and crunchy texture provide a variety of beak and tongue sensations that are vital to your bird’s mental stimulation and emotional well-being. Unmatched nutritional value is delivered by hulling the seeds and grains first and then adding essential vitamins and minerals to make sure she gets the maximum benefit from every bite. Balanced Omega-3 and 6 fatty acids, chelated minerals, stabilized beadlet-form vitamins, sulfite-free vegetables and fruits, and natural preservatives give your winged companion everything she needs to thrive inside and out.",Non-Rx
285445,https://www.chewy.com/fresh-eggs-daily-flock-flax-chicken/dp/311813,"Fresh Eggs Daily Flock Flax Chicken & Duck Feed Supplement, 4-lb tub",Fresh Eggs Daily,$43.15,$40.99,4 pounds,"If your laying hens or ducks already have a balanced diet, take the next step by supplementing it with beneficial nutrients like calcium and protein to help them lay yummy eggs! Fresh Eggs Daily Flock Flax Chicken & Duck Feed Supplement is an omega-3 supplement that is formulated by poultry experts to help hens and ducks deliver better lay rates and more flavorful eggs. Flaxseed helps increase feed intake because it helps support feed palpability—this may help enhance the omega-3 levels in the eggs. This supplement also helps promote pretty feathers and strong eggshells.",Non-Rx
240172,https://www.chewy.com/browns-garden-chic-bird-lovers-blend/dp/186043,Brown's Garden Chic! Bird Lovers' Blend Suet Cake Wild Bird Food,Brown's,$12.47,$11.85,5.875 pounds,"Roll out the ultimate buffet for your wild birds with Brown’s Garden Chic! Bird Lover’s Blend Suet Cake Wild Bird Food. This fresh suet is blended with all your feathered friends’ favorites—including millet, sunflower seeds and roasted peanuts. It’s a great feed option for a variety of birds and offers power-packed fat and energy for hard winter months and spring nesting. It’s also designed to fit into wire feeding baskets to help you easily feed your beaked buddies—no matter what time of year!",Non-Rx
106556,https://www.chewy.com/vetericyn-plus-antimicrobial-wound/dp/136103,"Vetericyn Plus Antimicrobial Wound Care Spray for Dogs, Cats, Horses, Birds & Small Pets",Vetericyn,$14.25,$13.54,3.20 ounces,"Take care of your pet’s skin with Vetericyn Plus Antimicrobial Wound & Skin Care Pet Spray! It's designed to help relieve itchy, irritated skin and help prevent infection by cleaning, flushing and moisturizing cuts, abrasions, sores and skin irritations. This veterinarian recommended formula is safe if licked or ingested by your pet and is suitable for all animal skin types, which means you can use it on your dog, cat, bunny and even your horse! So, help your pet find the relief she needs with Vetericyn Plus Antimicrobial Wound & Skin Care Pet Spray!",Non-Rx
95334,https://www.chewy.com/kaytee-natural-spray-millet-bird/dp/122917,Kaytee Natural Spray Millet Bird Treats,Kaytee,$5.97,$5.67,,"Give your bird a treat that will entertain and mentally stimulate him with Kaytee Natural Spray Millet Bird Treats. Birds are intelligent and treats are a great way to keep your bird active, encourage foraging, alleviate stress and prevent boredom and behaviors associated with inactivity. Kaytee Natural Spray Millet Bird Treats are sprigs of millet, a cereal grain that birds love. Hang it in your bird's cage or allow your bird to hold the spray in his feet and pluck the millet from it to give him an enriching activity that mimics what birds do in the wild. This premium, low-fat treat can be offered to your bird daily.",Non-Rx
