item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
264415,https://www.chewy.com/goody-box-birthday-cat-toys-treats/dp/290852,"Goody Box Birthday Cat Toys, Treats & Collar",Goody Box,$25.99,,,"It only makes sense that birthdays are celebrated in the biggest way possible, and what’s better for your lil’ feline friend than this BDay Goody Box by Chewy? Toys, treats, bandanas? Yes, even a snazzy piece of apparel that they can show off in their cute birthday pics. This Goody Box has it all! Go ahead and dress ‘em up, break out the treats and get in all the hugs they can handle. Showering your cat with affection on their special day, plus saving some coins in the process is definitely a win-win. They’ll be up to their whiskers in cool, new stuff (but most importantly, love) with this new BDay Goody Box by Chewy!",Non-Rx
253493,https://www.chewy.com/arm-hammer-litter-cat-litter/dp/279956,Arm & Hammer Litter Cat Litter Deodorizer Powder,Arm & Hammer Litter,$8.66,,,"Add an extra boost of freshness to your litter box. Arm & Hammer baking soda destroys odors instantly in all types of litter – so your box stays first-day fresh longer. Moisture activated scent refreshes litter every time your cat uses the box, and innovative technology helps prevent clumps from sticking to the bottom of your box.",Non-Rx
711518,https://www.chewy.com/sheba-meaty-tender-sticks-chicken/dp/137201,Sheba Meaty Tender Sticks Chicken Cat Treats,Sheba,$18.80,$17.86,,"Watch your cat come running for the Sheba Meaty Tender Sticks Chicken Flavored Cat Treats. Incredibly appetizing and delicious, these premium treats are made with real meat—and your cat will taste the difference. The soft and tender sticks allow for easy breaking and chewing, so you can feed your cat one piece at a time, or give him the whole stick if he’s been an extra good boy. Coming in a pack of five, each treat is individually wrapped for maximum freshness. And the quality recipe contains zero grains or corn, which will go easy on sensitive stomachs.",Non-Rx
659654,https://www.chewy.com/prettylitter-health-monitoring-cat/dp/659654,PrettyLitter Cat Litter,PrettyLitter,$26.99,$25.64,8 pounds,"Keep an eye on your cat’s health with PrettyLitter Cat Litter! Made with highly-absorbent crystals, this litter traps and eliminates odor without harmful perfumes. Its lightweight design makes it easy to scoop and pour—plus, the crystals absorb urine without clumping, so it is even easier to dispose of it. Plus, it is low-dust, so pet parents with respiratory issues can rest easy every time they pour. Additionally, the litter changes color when it detects health problems like urinary tract infections, bladder inflammation, urinary stones, or blood in the urine. It is paw-fect for single or multicat households.",Non-Rx
152168,https://www.chewy.com/natures-miraclecat-oxy-formula-set-in/dp/178951,Nature's Miracle Cat Oxy Formula Set-In Stain Destroyer & Odor Remover Spray,Nature's Miracle,$10.66,$10.13,1.791 pounds,"Ever heard the saying ""Smells fresh as a cat mess""? We haven't either. But just because your furry friend occasionally leaves behind a smelly present, it doesn't mean you have to suffer. Nature's Miracle JFC Oxy Cat Stain & Odor Remover is a powerful, oxygenated citrus cleaner that penetrates deep into the toughest stain to remove discoloration and odor. It's safe to use on fabrics, floors, litter boxes, or anywhere around the house that needs to be ""de-soiled.""",Non-Rx
145986,https://www.chewy.com/hartz-ultraguard-medication-ear-mites/dp/172828,"Hartz UltraGuard Medication for Ear Mites for Cats, 3 count",Hartz,$4.22,$4.01,,Help your cat companion fight pesky ear mites with this Hartz UltraGuard Ear Mite Cat Treatment! Hartz UltraGuard Ear Mite Treatment for Cats offers relief to cat companion’s suffering from ear mites. Cats who suffer from ear mites will typically shake their heads and scratch their ears frequently which can cause a lot of irritation. This product kills ear mites on contact and is specially formulated with aloe to help soothe irritated skin in the treated area. Give your kitty some relief with UltraGuard Ear Mite Cat Treatment!,Non-Rx
63430,https://www.chewy.com/royal-canin-feline-care-nutrition/dp/48397,"Royal Canin Feline Care Nutrition Digestive Care Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$52.56,$49.93,4.5 pounds,"Your cat can com-fur-tably enjoy her food again, even if she suffers from a sensitive stomach. Royal Canin Feline Care Nutrition Digestive Care Thin Slices in Gravy Canned Cat Food is made with highly digestible proteins that promote your kitty’s digestive health, provide digestive support, and balance her intestinal tract. The recipe includes a uniquely balanced blend of vitamins and minerals to support your girl’s overall physical health and wellness. Plus, the high-protein formula helps her maintain a healthy weight.",Non-Rx
61460,https://www.chewy.com/royal-canin-feline-health-nutrition/dp/29844,Royal Canin Sensitive Digestion Dry Cat Food,Royal Canin,$24.99,$23.74,3.5 pounds,"Royal Canin Sensitive Digestion Dry Cat Food is tailored nutrition made to support your cat’s sensitive stomach. Prebiotics and highly digestible proteins promote healthy digestion and a balanced intestinal tract so that your feasting feline can enjoy her food comfortably. Three unique cat kibble shapes offer maximum appetite appeal. Plus, because this formula contains a higher energy density, cats can eat smaller meals to support digestive sensitivities. Try pairing this dry food with Royal Canin Digest Sensitive Wet Cat Food formulas for a meal your cat will love.",Non-Rx
59039,https://www.chewy.com/whole-life-just-one-ingredient-pure/dp/44035,Whole Life Just One Ingredient Pure Salmon Fillet Grain-Free Freeze-Dried Cat Treats,Whole Life,$5.79,$5.50,,"Treat your feline friend to a nutritious and delicious snack or meal topper with Whole Life Pure Salmon Fillet Cat Treats! These human grade freeze-dried kitty treats are made with only 100% real salmon, which serves as an excellent source of protein, omega 3’s, B-vitamins and selenium. This tasty treat is freeze-dried in small batches to remove moisture while retaining all nutrients and flavor—making it both nutritious and delicious! With salmon as the only ingredient, these Whole Life Salmon Fillet Treats are purr-fect for cats with food sensitivities and on limited ingredient diets. Simply serve them right out of the bag, crumble a few over your cat’s favorite food or soak them in water for a soft and meaty texture your pal is sure to love!",Non-Rx
55073,https://www.chewy.com/jw-pet-gripsoft-cat-slicker-brush/dp/40157,JW Pet Gripsoft Cat Slicker Brush,JW Pet,$5.62,,,"JW Pet Gripsoft Cat Slicker Brush comes equipped with a rubber-sheathed handle design, which offers extreme comfortability and precision. Gripsoft technology features non-slip grips which are made to optimize comfort and control while grooming your furry friend. This gentle yet effective slicker is specially made with angled pins to help keep cats coats soft and tangle-free even if they have sensitive skin. Brushing regularly aids in preventing shedding and hairball formation. The complete Gripsoft line offers a variety of designs specifically made to address each of your cat's needs to ensure a beautifully soft and shiny coat.",Non-Rx
331292,https://www.chewy.com/kong-enchanted-dragon-plush-cat-toy/dp/357550,KONG Enchanted Dragon Plush Cat Toy,KONG,$6.49,,0.80 ounces,"Make playtime a magical experience for your feline friend with KONG’s Enchanted Dragon Plush Cat Toy! This enchanted toy creates irresistible crackle sounds when played with, sparking your kitty’s hunting instincts and enticing her to bat the lightweight toy for endless fun! The included KONG Premium North American Catnip casts a playful spell, while the wings, flames and tail promote a ton of active play. The textures on this dragon plush are sure to pique your purring pal’s interest!",Non-Rx
194504,https://www.chewy.com/fancy-feast-grilled-seafood-feast/dp/103971,"Fancy Feast Grilled Seafood Feast Variety Pack Canned Cat Food, 3-oz can, case of 30",Fancy Feast,$25.74,,,"Give your kitty a gourmet mealtime experience with Purina Fancy Feast Grilled Wet Cat Food Seafood Collection in Wet Cat Food Variety Pack! Made without artificial colors or preservatives, this delicious premium food contains real, high-quality ingredients delivering 100% complete, balanced nutrition. Developed in partnership with expert nutritionists, this high-protein gourmet wet food offers a uniquely scrumptious taste experience for your feline friend. Crafted with real seafood, tuna or salmon in a light, savory gravy and a blend of vitamins and minerals, even your most purr-snickety cat will love it!",Non-Rx
68467,https://www.chewy.com/petmate-pearl-pet-cafe-gravity-refill/dp/51930,Petmate Pearl Pet Cafe Feeder,Petmate,$15.29,,,Make feeding time easy and save time with Petmate’s Pet Café Feeder. This stylishly designed gravity feeder automatically replenishes the food reservoir when levels get low. Features an eco-friendly food storage hopper with an extra-wide mouth and removable lid making the Pet Café Feeder easy to clean and refill. The fashionable base features easy-grab cutouts making the feeder easy to maneuver. More environmentally sustainable PET vs. PVC Bottles.,Non-Rx
259104,https://www.chewy.com/tiki-cat-tummy-topper-pumpkin-puree/dp/285552,"Tiki Cat Tummy Topper Pumpkin Puree Wheatgrass Grain-Free Wet Cat Food Topper, 1.5-oz, case of 12",Tiki Cat,$20.85,$19.81,1.125 pounds,"Help your dude better digest his food with Tiki Cat Tummy Topper Pumpkin Puree Wheatgrass Grain-Free Wet Cat Food Topper for adult cats is specially formulated to help promote healthy digestion and soothe sensitive stomachs. It contains a delicious blend of GMO-free pumpkin puree, healthy wheat grass and water. The simple, three-ingredient recipe is grain-free and can be served on its own, or used as a food topper.  It features anti-inflammatory properties for the benefit of your furry buddy.",Non-Rx
49988,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/35149,Royal Canin Veterinary Diet Adult Urinary SO Dry Cat Food,Royal Canin Veterinary Diet,$109.99,$104.49,17.6 pounds,"Royal Canin Urinary SO is a veterinary-exclusive dry cat food developed to nutritionally support your adult cat’s urinary tract and bladder health. This formula promotes a urinary environment unfavorable to the formation of both struvite and calcium oxalate crystals. It increases the amount of urine your cat produces to help dilute excess minerals that can cause crystals and stones. Relative Super Saturation (RSS) methodology is used to help lower ion concentration in urine, which contributes to stone formation. And this specialized nutrition, with a reduced level of magnesium, helps dissolve pure struvite stones and prevent struvite stones from forming. Lower urinary tract issues may be a recurring concern for some cats. Talk to your veterinarian about keeping your cat on this urinary cat food for long-term urinary support.",Non-Rx
105803,https://www.chewy.com/catstages-night-time-catnip-rolls-cat/dp/133250,Catstages Night Time Catnip Rolls Cat Toy,Catstages,$3.99,,0.48 ounces,"Petstages Night Time Catnip Rolls Cat Toy satisfies your kitty’s need for a frisky, late-night hunting session. Instead of batting around your prized possessions, your cat can chase and stalk these irresistible catnip rolls. They’re made of soft material for quiet nighttime play, and the stick shape is perfect for biting, kicking and swatting. Each roll is filled with premium 100% North American catnip, not fillers, so it’s sure to appeal to your cat and keep her interested. Petstages Night Time Catnip Rolls take the place of noisy toys that wake you up at night, and they give your favorite feline a fun and satisfying new toy.",Non-Rx
78026,https://www.chewy.com/arm-hammer-litter-clump-seal-multi/dp/105868,Arm & Hammer Litter Clump & Seal Multi-Cat Scented Clumping Clay Cat Litter,Arm & Hammer Litter,$21.04,,28 pounds,"Arm & Hammer Litter Clump & Seal Multi-Cat Scented Clumping Clay Cat Litter is the purr-fect way to keep your cat’s litter box smelling fresh.  Made of odor absorbing materials and infused with powerful odor neutralizers plus Arm & Hammer baking soda crystals, this litter is designed to eliminate odors on contact for up to seven days—keeping your home smelling fur-esh in between cleanings. This litter is 99.9% dust free and features a low tracking formula—so it stays in the litter box where it belongs.  The powerful clumping action makes clean up a-meow-zingly easy, especially if you have multiple fur-babies.",Non-Rx
100483,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/128013,"Royal Canin Veterinary Diet Adult Hydrolyzed Protein Cat Treats, 7.7-oz bag",Royal Canin Veterinary Diet,$8.79,$8.35,,"Royal Canin Veterinary Diet Hydrolyzed Protein Feline Treats are part of a comprehensive line of veterinary-exclusive formulas for cats with food sensitivities. These cat treats are made with hydrolyzed soy proteins composed of low molecular weight peptides. That means the digestive tract can absorb the proteins, reducing the risk of a reaction in the immune system. Optimal amounts of B vitamins and amino acids support a healthy skin barrier. And these cat treats help reduce the risk of struvite and calcium oxalate crystal and stone formation in the bladder. With high digestibility and exceptional palatability, they’re a perfect way to reward cats during an elimination diet trial or those with long-term food sensitivities.",Non-Rx
48725,https://www.chewy.com/royal-canin-feline-health-nutrition/dp/29875,"Royal Canin Feline Health Nutrition Adult Instinctive Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin,$47.76,$45.37,4.5 pounds,"For adult cats, a lifestyle full of napping, grazing, and grooming often leads to higher-than-healthy body weight, along with digestion issues. Royal Canin Adult Instinctive Thin Slices in Gravy Adult Cat Food is made with the balanced nutrition your pet needs for optimum cat health. This gravy cat food features the ideal ratio of energy derived from proteins, fats, and carbohydrates. The result? An empty bowl and weight control. It makes all the difference in her health and satisfies her cravings.",Non-Rx
106595,https://www.chewy.com/petsafe-sliding-81-in-glass-pet-door/dp/134025,PetSafe Sliding 81-in Glass Pet Door,PetSafe,$249.95,,,"PetSafe Freedom Patio Pet Doors for Sliding Doors allow your pet to come and go as he pleases, through your sliding glass or screen door. These panels feature a heavy-duty aluminum construction and shatter-resistant, tempered safety glass. They’re also equipped with the energy-conserving UltraSeal flexible flap system designed to keep the heat and cold outdoors. Installation is easy, with no cutting required. Simply slide the panel into one end of your sliding door track, secure it to the frame, and add the weather stripping. Open and close the other side of your door easily. And if you ever need to move, you can easily remove the panel from the frame and take it with you. Fits left or right sliding glass doors, 76 13/16 to 81 inches tall. Does not fit recessed sliding glass doors without additional hardware.",Non-Rx
148969,https://www.chewy.com/feline-greenies-adult-natural-dental/dp/50061,Greenies Feline Catnip Flavor Adult Dental Cat Treats,Greenies,$19.98,$18.98,1.313 pounds,"Keep your feline friend’s purr-ly whites healthy and clean with FELINE GREENIES Adult Dental Cat Treats, Catnip Flavor. Designed to help clean teeth, reduce tartar buildup and freshen your cat’s breath, these crunchy treats are made with natural ingredients plus added vitamins, minerals and other nutrients that make them a nutritionally complete and balanced snack for an adult cat. What’s more, they contain no artificial flavors, preservatives and are fewer than 2 calories per treat. These goodies are the purr-fect size for cat toys—try placing a few inside a treat dispenser toy and watch your paw-tner chase and swat away!",Non-Rx
90655,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/118333,"Royal Canin Veterinary Diet Adult Renal Support T Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24",Royal Canin Veterinary Diet,$62.16,$59.05,4.5 pounds,"Royal Canin Veterinary Diet Renal Support T is a highly palatable wet cat food that is specially formulated to care for the kidney health of adult cats under veterinary supervision. “T” stands for Tasty, and this formula can help stimulate your cat’s appetite. The slices in gravy soft cat food can be mixed with other Royal Canin Renal Support formulas, which have a variety of palatable aromas and dry or wet forms to help find the right combination to get your cat eating again. This energy-dense diet provides nutritional support in smaller portions, since cats with kidney challenges have decreased appetites. Plus, it contains a precise antioxidant complex, fatty acids from fish oil, low phosphorus, and targeted protein levels to help support kidney function.",Non-Rx
75981,https://www.chewy.com/fancy-feast-gravy-lovers-poultry-beef/dp/103855,Fancy Feast Gravy Lovers Poultry & Beef Feast Variety Pack Canned Cat Food,Fancy Feast,$25.74,,13.43 pounds,"Your cat deserves a high-quality, gourmet entree at every mealtime, so serve them Purina Fancy Feast Gravy Lovers Poultry and Beef Gourmet Wet Cat Food Variety Pack. They’ll be enticed by the delicious, real meat aroma and the irresistibly light, savory gravy taste, delighting them with an exceptional mealtime experience. Plus, you’ll love serving them a protein-rich meal that offers them 100 percent complete and balanced nutrition without artificial colors or preservatives. And, you can rest assured that each Purina Fancy Feast Gravy Lovers recipe is thoughtfully crafted in Purina-owned US facilities. Provide your cat with a meal that gives them everything they need and nothing they don’t with Purina Fancy Feast Gravy Lovers Poultry and Beef Feast in Gravy Gourmet Canned Cat Food variety pack.",Non-Rx
202713,https://www.chewy.com/cat-chow-complete-dry-cat-food-20-lb/dp/229334,Cat Chow Complete Dry Cat Food,Cat Chow,$24.38,,20 pounds,"Support your kitty from nose to tail with Purina Cat Chow Complete Dry Cat Food. Packed with yum, this high protein dry cat food is made with real, farm-raised chicken and loaded with high-quality protein to support your good girl's strong muscles. Plus, it has healthy carbs for vital energy and omega-6 fatty acids to help promote her shiny coat. Even better, this Cat Chow cat food is made to support your kitty from her playful kitten days all the way through adulthood, giving her the 100% complete and balanced nutrition she needs at every stage of life. 25 essential vitamins and minerals support her overall health and are paired with wholesome ingredients. Give your kitty the four cornerstones of nutrition at every feeding: high-quality protein, healthy carbs, essential fatty acids, and essential vitamins and minerals! With cat-approved goodness, this Purina Cat Chow dry cat food provides nutrition to make every moment complete for cats to live their best and brightest.",Non-Rx
81328,https://www.chewy.com/temptations-classic-tasty-chicken/dp/109157,Temptations Classic Tasty Chicken Soft & Crunchy Cat Treats,Temptations,$8.48,$8.06,1 pound,"Tempt your kitty with the scrumptious taste and enticing texture of Temptations Tasty Chicken Flavor Cat Treats. These unique little pocket-shaped rewards have an irresistible crunchy outside and a soft and creamy inside with the savory taste of chicken. These Temptations treats are 100% nutritionally complete and balanced for adult cats and are just under 2 calories per piece. Shake the bag or tub to capture your cat’s attention and watch her run towards you with pure excitement, ready for her next reward!",Non-Rx
195469,https://www.chewy.com/bio-groom-medication-ear-mites-dogs/dp/222097,Bio-Groom Medication for Ear Mites for Dogs & Cats,Bio-Groom,$10.99,$10.44,1.60 ounces,"If ear mites have your furbaby itchy, the Bio-Groom Ear Mite Treatment works quickly to kill ear mites and ticks. This lotion contains pyrethrins to kill off those pesky pests. Aloe vera helps to soothe sensitive skin, and this lotion also helps to remove excess ear wax. It’s non-sticky and non-oily for minimal mess. It’s also all-natural and biodegradable, so you can feel good about using it on your best friend.",Non-Rx
646366,https://www.chewy.com/temptations-classic-tasty-chicken/dp/109153,Temptations Classic Tasty Chicken Soft & Crunchy Cat Treats,Temptations,$1.99,$1.89,1.70 ounces,"Tempt your kitty with the scrumptious taste and enticing texture of Temptations Tasty Chicken Flavor Cat Treats. These unique little pocket-shaped rewards have an irresistible crunchy outside and a soft and creamy inside with the savory taste of chicken. These Temptations treats are 100% nutritionally complete and balanced for adult cats and are just under 2 calories per piece. Shake the bag or tub to capture your cat’s attention and watch her run towards you with pure excitement, ready for her next reward!",Non-Rx
64893,https://www.chewy.com/purina-pro-plan-veterinary-diets/dp/49852,Purina Pro Plan Veterinary Diets FortiFlora Powder Digestive Supplement for Cats,Purina Pro Plan Veterinary Diets,$30.99,$29.44,,"Be prepared the next time your cat has an upset stomach by keeping Purina Pro Plan Veterinary Supplements FortiFlora Probiotic Powder Supplements for Cats with Diarrhea close at hand. Designed to manage the symptoms of cat diarrhea, this digestive care cat food powder supplement contains special probiotics for cats, plus healthy antioxidants to add immune support for your cat. FortiFlora cat digestive health supplements supply cats with a guaranteed level of live microorganisms to benefit beneficial intestinal microflora and help quell a variety of digestive issues. A proprietary microencapsulation process helps enhance the stability of the probiotics in each sachet, aiding their survival until they can reach your cat’s intestinal tract. This formula is appropriate for use in both kittens and adult cats, and it can also be effective for treating excessive gas. Don’t let your feline friend suffer tummy upsets any longer than she has to—let this vet-recommended supplement swoop in and save the day!",Non-Rx
248057,https://www.chewy.com/frisco-step-in-cat-scratcher-toy/dp/201482,Frisco Step-In Cat Scratcher Toy with Catnip,Frisco,$11.01,,1.1 pounds,"There are scratchers and then there are scratchers kitties can lounge on. This step-in scratcher from Frisco by Chewy is made of layers of pressed wavy cardboard that shred easily under your cat’s claws without pulling, and provides a spot for your kitty to relax in, too. Let your buddy keep busy scratching, it’s not a cat’s way of slacking—it helps support nail health and satisfy an instinctive urge that feels good for felines. Also, it helps keep claws off your furniture. A packet of catnip is included for an added chill (or thrill) factor.",Non-Rx
109138,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/136524,"Royal Canin Veterinary Diet Adult Ultamino Dry Cat Food, 5.5-lb bag",Royal Canin Veterinary Diet,$69.99,$66.49,5.5 pounds,"Royal Canin Veterinary Diet Feline Ultamino Dry Cat Food is an innovative diet formulated as a nutritional solution for pets with severe food sensitivities. Its highly palatable formula contains a protein source that is broken down to an amino acid level so it can be absorbed in the digestive tract with reduced risk of triggering a food sensitivity. Optimal amounts of B vitamins and amino acids reinforce your cat’s skin barrier. Omega-3 fatty acids EPA and DHA help promote healthy skin and coat. Relative Supersaturation (RSS) methodology helps reduce the risk of struvite and calcium oxalate crystal and stone formation in the bladder. An exclusive blend of fibers helps support healthy digestion in cats prone to digestive upsets, including diarrhea. And with strict manufacturing procedures to help avoid cross contamination, you can confidently feed Royal Canin Ultamino long-term to cats with food sensitivities.",Non-Rx
207535,https://www.chewy.com/arm-hammer-litter-slide-multi-cat/dp/234132,Arm & Hammer Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Arm & Hammer Litter,$26.79,,38 pounds,"Arm & Hammer Litter Slide Multi-Cat Scented Clumping Clay Cat Litter is the purr-fect way to keep your cat’s litter box fresh and clean! This low-dust, low tracking, clumping litter features moisture activated micro-granules and odor absorbing materials to help control litter box odors for up to seven days.  The non-stick litter pours easily and creates tight clumps for convenient cleanup.",Non-Rx
214730,https://www.chewy.com/greenies-feline-oven-roasted-chicken/dp/29184,Greenies Feline Oven Roasted Chicken Flavor Adult Dental Cat Treats,Greenies,$10.98,$10.43,,"Keep your feline friend’s purr-ly whites healthy and clean with FELINE GREENIES Adult Dental Cat Treats, Oven Roasted Chicken Flavor. Designed to help clean teeth, reduce tartar buildup and freshen your cat’s breath, these crunchy treats are made with natural ingredients plus added vitamins, minerals and other nutrients that make them a nutritionally complete and balanced snack for an adult cat. What’s more, they contain no artificial flavors, preservatives and are fewer than 2 calories per treat. Let your pampered pal crunch away on this yummy chicken-flavored treat that’s paw-some for the teeth and the tummy!",Non-Rx
