item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
238860,https://www.chewy.com/tuffrider-comfy-mesh-horse-fly-sheet/dp/265346,TuffRider Comfy Mesh Horse Fly Sheet,TuffRider,$34.95,,,Remember to measure for the perfect fit. You’ll have one happy horse when she hangs out in the TuffRider Comfy Mesh Horse Fly Sheet. This comfortable and breathable horse fly sheet helps keep flies and insects off your pal. It also provides about 50% UV protection against the sun’s harsh and coat-fading rays. It’s designed with your horse’s comfort in mind—including stainless steel twin-buckle chest closures and a smooth lining at the shoulders to help prevent rubbing.  The low cross surcingles and removable leg straps are adjustable for the perfect fit. And this soft polyester mesh sheet is machine washable for easy cleaning. It’s a great way to keep your equine companion comfy and bug-bite-free!,Non-Rx
294539,https://www.chewy.com/durvet-ivermectin-paste-187-apple/dp/261108,"Durvet Ivermectin Paste 1.87% Apple Flavor Horse Dewormer, 6.08-gm tube",Durvet,$21.98,,,"For use in animals only. Warning: FDA HAS NOT APPROVED Ivermectin for preventing or treating COVID-19 in humans. Help protect your horse from pesky pests with Durvet Ivermectin Paste Apple Flavor Horse Dewormer, 6.08-gm 1.87% tube! This gel-like treastment is formulated for oral use only and helps control bots, small strongyles, long strongyles, pinworms, hairworms, ascarids, large-mouth stomach worms, lungworms, intestinal threadworms and even summer sores and dermatitis. You can use this dewormer on all types of neighing neighbors, including breeding stallions, broodmares and young foals. Easy to feed, it comes in a delicious apple flavor your horse will love.Animal ivermectin products are very different from those approved for humans. Use of animal ivermectin for the prevention or treatment of COVID-19 in humans is dangerous. Click here for more information about Ivermectin and COVID-19.",Non-Rx
214642,https://www.chewy.com/source-original-dry-meal-formula-skin/dp/241209,"Source Original Dry Meal Formula Skin, Coat & Hoof Care Powder Horse Supplement",Source,$143.49,$136.32,30 pounds,"Offer your neighing neighbor a rich source of micronutrients with this Source Original Dry Meal Formula Horse Supplement! This powdered formula is made up of a select variety of dehydrated cold-water seaweed meals that have been picked, harvested and dried in low temperatures to help preserve the naturally occurring micronutrients. These help promote a shiny coat, strong and flexible hooves and increased stamina!",Non-Rx
196768,https://www.chewy.com/formula-707-calming-apple-flavor/dp/223396,Formula 707 Calming Apple Flavor Pellets Horse Supplement,Formula 707,$46.46,$44.14,5 pounds,"If your horse is nervous, jumpy and distracted, the Formula 707 Calming Apple Flavor Horse Supplement is designed to support a balanced central nervous system for a happier horse and a happier you. This supplement offers comprehensive support by targeting serotonin, nutrition and relaxation to support a calmer, more relaxed horse. With premium quality ingredients like magnesium oxide, thiamine and L-tryptophan, this supplement supports reduced anxiety, proper nutrition and relaxed muscles. With a calmer horse, you’ll be better able to enjoy your rides and provide more effective training.",Non-Rx
304865,https://www.chewy.com/absorbine-veterinary-sore-muscle/dp/168363,Absorbine Veterinary Sore Muscle & Joint Pain Relief Horse Liniment Gel,Absorbine,$55.96,$53.16,,"Safely and gently soothe your sore stallion’s muscles and joints with Absorbine Veterinary Sore Muscle & Joint Pain Relief Liniment Horse Gel. Formulated from a closely-guarded family secret recipe of natural herbs and botanicals, this non-greasy liniment gel delivers targeted, warm, soothing treatment for temporary muscular soreness caused by overexertion, minor injuries and arthritis pain. It humanely yet effective relieves sore joints, tendons, ligaments and muscles, and can even be used preventatively to help loosen stiff joints, muscles and tendons before work.",Non-Rx
294538,https://www.chewy.com/zimecterin-ivermectin-oral-paste/dp/304014,Zimecterin (Ivermectin) Oral Paste Horse Dewormer,Zimecterin,$82.90,,,"For use in animals only. Warning: FDA HAS NOT APPROVED Ivermectin for preventing or treating COVID-19 in humans. A single, oral dose of Zimecterin Ivermectin Paste Horse Treatment can help you treat and control parasites in your horse, including large and small strongyle, pinworms, ascardis, hairworms, large mouth stomach worms, bots, lungworms, intestinal threadworms, and summer sores. Zimecterin Ivermectin Paste Horse Treatment is also effective in treating your horse’s dermatitis brought on by neck threadworm microfilariae. Safe horses of all ages and classes, it can even be given to your pregnant mare or stallion you’re wanting to stud.Animal ivermectin products are very different from those approved for humans. Use of animal ivermectin for the prevention or treatment of COVID-19 in humans is dangerous. Click here for more information about Ivermectin and COVID-19.",Non-Rx
238011,https://www.chewy.com/malaseb-shampoo-16-oz/dp/264502,Malaseb Shampoo,Malaseb,$38.40,$36.48,,"Malaseb Shampoo is a prescription shampoo recommended by veterinarians to help provide your cat or dog with relief from irritating skin conditions. Chlorhexidine gluconate is an antiseptic that works to help treat bacterial skin infections and miconazole nitrate can help treat fungal infections. Together, these two ingredients can help reduce discomfort, so your furry friend can feel like herself again.",Rx
290005,https://www.chewy.com/strongid-paste-dewormer-horses-20-ml/dp/264394,"STRONGID Paste Dewormer for Horses, 20-ml syringe",STRONGID,$19.98,$18.98,,"Strongid Paste Pyrantel Pamoate Horse Dewormer is a broad-spectrum horse dewormer that’s effective against a variety of internal parasites. The active ingredient, pyrantel pamoate, helps to control and remove large strongyles, small strongyles, roundworms and pinworms. Each syringe treats up to 1,200 pounds of body weight, and the oral paste is convenient to administer. This dewormer is safe for use in breeding, pregnant and lactating mares, as well as in young foals.",Non-Rx
294398,https://www.chewy.com/zimecterin-gold-ivermectin/dp/304016,Zimecterin Gold (Ivermectin & Praziquantel) Paste Horse Dewormer,Zimecterin Gold,$151.90,,,"For use in animals only. Warning: FDA HAS NOT APPROVED Ivermectin for preventing or treating COVID-19 in humans. A single, oral dose of Zimecterin Gold Ivermectin & Praziquantel Paste Horse Treatment can help you treat and control parasites in your horse, including large and small strongyle, pinworms, ascardis, hairworms, large mouth stomach worms, bots, lungworms, intestinal threadworms, and summer sores. Zimecterin Gold Ivermectin & Praziquantel Paste Horse Treatment is also effective in treating your horse’s dermatitis brought on by neck threadworm microfilariae. This oral paste is safe and effective for horses of all classes over the age of 2 months.Animal ivermectin products are very different from those approved for humans. Use of animal ivermectin for the prevention or treatment of COVID-19 in humans is dangerous. Click here for more information about Ivermectin and COVID-19.",Non-Rx
131783,https://www.chewy.com/tough-1-all-natural-himalayan-rock/dp/158827,Tough-1 All-Natural Himalayan Rock Salt Block Horse Treat,Tough-1,$8.60,,2.2 pounds,"The Tough-1 Himalayan Rock Salt Block comes straight from the Himalayan Mountains. This 100% natural treat provides your horse with iron, potassium and magnesium in a block he’s sure to love. These essential vitamins are vital in maintaining your horse’s health and there’s no easier way to provide those nutrients than through an enticing treat. The rock-hard design is difficult for your horse to break, ensuring it’s safe and long-lasting. Plus, this salt block is much more weather-resistant so it’ll last longer outside than other salt licks!",Non-Rx
210448,https://www.chewy.com/ultracruz-dermacare-dogs-cats-horses/dp/237036,"UltraCruz DermaCare for Dogs, Cats, Horses & Small Pets",UltraCruz,$59.31,$56.34,,"UltraCruz DermaCare Pet Wound Care. This unique ointment is crafted to be safe to use on all animals, including pets and livestock to reduce healing time from minor wounds. It can help treat scrapes, burns, abrasions, minor cuts and more. Made as a hydrogel formula that contains alcohol, sodium bicarbonate and castor oil, it provides a healing barrier on your animal’s wound to protect it from contaminants. It has also been known to promote rapid hair regrowth. Your pet pal will be sure to appreciate the extra attention and you’ll be happy to see him back to his normal self.",Non-Rx
154149,https://www.chewy.com/panacur-powerpac-equine-paste-10/dp/180917,Panacur Powerpac Equine Paste 10% Horse Dewormer,Panacur,$81.99,,,"Help your equine feel better with Panacur Powerpac 5 Deworner for Horses. This gel is prescribed to help control common internal parasites in horses—specifically large and small strongylus, pinworms and roundworms. Panacur may also help to alleviate arteritis caused by parasites. It's safe for horses of all ages and sizes, plus comes in a unique apple-cinnamon flavor that makes administration easy—and even enjoyable—for your horse.",Non-Rx
157339,https://www.chewy.com/uniprim-powder-horses-apple-flavor/dp/184082,Uniprim Powder for Horses Apple Flavor,Uniprim,$26.82,,,"Help your horse fight bacterial infections with Uniprim. This powdered formula is designed to help treat a wide range of bacterial infections including respiratory tract infections, wounds and skin eruptions, acute urogenital infections, like urinary tract infections (UTIs) and yeast infections, and acute strangles—a disease that causes upper respiratory tract inflammation. This Uniprim Apple Flavor powder is made in the USA and the tasty flavor is easy to administer—simply add it to your horse's feed as directed and keep water readily available.",Rx
154397,https://www.chewy.com/farnam-roll-on-dog-horse-fly/dp/181165,"Farnam Roll-On Dog & Horse Fly Repellent, 2-oz bottle",Farnam,$6.49,$6.17,2.00 ounces,"Keep flies away from your horse’s most sensitive spots with Farnam Roll-On Fly Repellent for Horses, Ponies and Dogs. This fly repellent comes in a convenient roll-on bottle for easy application. Roll-On Fly Repellent works to repel house, stable, face and horn flies from sensitive areas like the nose, eyes, ears and mouth. It’s also great for use near wounds to keep flies away while your horse heals. Plus, you can use it on your horse, pony or pup!",Non-Rx
201796,https://www.chewy.com/farnam-supermask-ii-horse-fly-mask/dp/228416,Farnam SuperMask II Horse Fly Mask Classic Collection,Farnam,$21.95,,7.36 ounces,"When it comes to your horse's health, enjoy more peace of mind with the Farnam SuperMask II Classic Horse Fly Mask. This ear-free fly mask offers extended eye protection from pesky bugs and debris. The thoughtful design features a double-latch closure under the jaw, making it harder for stablemates to remove.",Non-Rx
199677,https://www.chewy.com/chewy-egift-card/dp/226306,Chewy eGift Card,,,,,"Chewy eGift Cards are perfect for holidays, special occasions and birthdays. If you know someone who's adding a pet to their family, celebrate their new friend with a Chewy eGift Card. You can donate a Chewy eGift Card directly to animal shelters and rescues in need through Wish List. Give the gift of Chewy to the pet lovers in your life!eGift Card DetailsSending an eGift CardYour eGift Card amount will be charged when you place your order.If you send an eGift Card today, it will be emailed to your recipient typically within 90 minutes after ordering. Some orders may take longer. If you choose a later date, eGift Cards are sent by 1 p.m. ET. For any inquiries regarding delivery status, call 800-672-4399.Redeeming an eGift CardUse eGift Cards to shop on Chewy.com and Chewy mobile apps.There's no expiration date or hidden fees on eGift Cards.Check your balance and save your eGift Card in your Chewy account.More DetailseGift Cards are not returnable, refundable or redeemable for cash except as required by law.eGift Cards cannot be purchased with coupons, promotional offers or Chewy Gift Cards.By purchasing an eGift Card, you agree to our Chewy Gift Card Terms & Conditions. Sold and delivered by Chewy Promotions, LLC., a Chewy company.",Non-Rx
95177,https://www.chewy.com/marshall-uncle-jims-original-duk-soup/dp/122761,Marshall Uncle Jim's Original Duk Soup Mix Food Supplement & Dietary Aid for Ferrets,Marshall,$5.99,$5.69,,"Keep your ferret's digestive system on the right track with Marshall Uncle Jim's Original Duk Soup Mix Ferret Food. Ferrets can be picky eaters, and a poor diet can lead to health issues, including itchy skin and a dull coat. Marshall Uncle Jim's Original Duk Soup Mix Ferret Food is an easily digestible supplement that works to improve and stimulate your little guy's appetite, boost his immune system and aid in healthy digestion. It's a great choice for finicky eaters, ailing ferrets or post-surgery recovery. Plus, it's easy to administer—simply mix with water or sprinkle over food as directed.",Non-Rx
740998,https://www.chewy.com/paw-inspired-fleece-cage-liner-small/dp/740966,"Paw Inspired Fleece Cage Liner Small Pet Pee Pads, 12x12-in, 3 count",Paw Inspired,$19.99,$18.99,,"Your little critter brings you so much joy, but cleaning up after him doesn’t. Paw Inspired Fleece Cage Liner Small Pet Pee Pads offer you a better way to clean. Super absorbent and fast drying, these liner pads are made with dust-free velvet fleece and can substantially reduce cage cleanup when you add them to your pet’s cage or habitat. Place them in corners where your small animal likes to relieve himself—under waterers, tunnels or hideouts—to totally reinforce these areas. Liquid is wicked away from the surface—keeping your furball dry and comfortable—while the waterproof bottom prevents leaking. Hay and debris are easily swept or shaken out of the Sweep-EZ non-stick fleece material. Spot clean as needed and when you’re ready, just throw the pads in the wash for a full cleaning. These cozy and practical pads are available in four fun colors and can be layered with other cage liners (sold separately) to add style to your BFF’s home while making cleanup even more convenient.",Non-Rx
94930,https://www.chewy.com/marshall-goodbye-body-waste-odor/dp/122517,Marshall Goodbye Body & Waste Odor Ferret Supplement,Marshall,$64.39,$61.17,,"Keep your ferret smelling fresh with Marshall Goodbye Body & Waste Odor Ferret Supplement. Ferrets have a musky smell that is easy to control with the right methods. Just add Marshall Goodbye Body & Waste Odor Ferret Supplement to your ferret's food or water to virtually eliminate your ferret's waste and body odors. This 100 percent natural formula contains amino acids that break down stool, urine and body odors and is safe to use with every water or food change.",Non-Rx
95143,https://www.chewy.com/marshall-premium-ferret-food-7-lb-bag/dp/122727,Marshall Premium Ferret Food,Marshall,$28.99,$27.54,,"Ensure your ferret is getting the nutrition he needs with Marshall Premium Ferret Food. Ferrets are strict carnivores and require meat-based protein. Marshall Premium Ferret Food combines the freshest meat ingredients with low-temperature processing to make it the best ferret food available. This formula is vitamin- and fat-enriched to provide the energy your ferret needs for growth, a shiny coat and overall health. Ferrets love the taste, and it's highly digestible for optimal nutrient absorption, making it an ideal diet for all life stages.",Non-Rx
104591,https://www.chewy.com/n-bone-chicken-flavor-grain-free-soft/dp/132071,"N-Bone Chicken Flavor Grain-Free Soft Ferret Treats, 3-oz bag",N-Bone,$3.75,$3.56,3.00 ounces,"N-Bone Chicken Flavor Grain-Free Soft Ferret Treats are the perfect bite-size reward for your ferret. Specially formulated with omega 3 and 6 for healthy skin and coat, these delicious treats will help keep your ferret healthy and happy. Made with only the finest ingredients including real chicken, these tasty morsels are made without grains to be highly delicious while also catering to ferrets with sensitive stomachs.",Non-Rx
214574,https://www.chewy.com/midwest-nation-small-animal-cage/dp/131316,MidWest Ferret Nation Accessory Kit,MidWest,$41.71,,,"With a MidWest Ferret Nation Accessory Kit, you can give your ferret a variety of rest and play options. These fleece, custom designed accessory kits are available in three options. Option 1 includes two shelf covers, one small hammock. With Option 2, you'll get two shelf covers, three ramp covers, a top pan cover and a bottom pan cover. Option 3 gives you a Cozy Cube, a Busybody Blankie, a Hide & Seek Tunnel and a Hammock Hideaway. MidWest's Ferret Nation ultra-soft accessories are made to fit with Ferret Nation and Critter Nation cages and feature a double-sided purple and teal color scheme.",Non-Rx
