item_number,url,title,brand,advertised_price,autoship_price,weight,desc,Prescription
146142,https://www.chewy.com/interceptor-plus-chew-dogs-501-100/dp/172985,"Interceptor Plus Chew for Dogs, 50.1-100 lbs, (Blue Box)",Interceptor Plus,$70.17,$66.66,,"If your dog is only protected from heartworm disease, there’s a gap in their coverage. Close the gap with Interceptor Plus. Interceptor Plus also treats and controls four other major worms including adult roundworm, hookworm, whipworm and tapeworm infections in dogs and puppies. That’s protection against more types of worms than Heartgard Plus. Unlike Interceptor Plus, both Heartgard Plus (ivermectin/pyrantel) and Simparica Trio (sarolaner, moxidectin, and pyrantel chewable tablets) do not cover tapeworm or whipworm.*",Rx
146405,https://www.chewy.com/nexgard-chew-dogs-101-24-lbs-blue-box/dp/173248,"NexGard Chew for Dogs, 10.1-24 lbs, (Blue Box)",NexGard,$74.79,$71.05,,"NexGard Chews for Dogs, 10.1-24 lbs. are vet-recommended and FDA-approved to kill adult fleas fast before they have a chance to lay eggs. This product is also FDA-approved to help prevent Lyme infections as a direct result of killing black-legged ticks. Each fast-acting chew provides safe and effective protection, killing fleas and ticks for a full month. And the chews are easy to give because dogs love the delicious beef flavor—you may even give them to your dog with or without food! Each NexGard bite-sized monthly dose is gentle enough to give to puppies and dogs as young as 8 weeks, weighing as little as 4 pounds.",Rx
146408,https://www.chewy.com/nexgard-chew-dogs-241-60-lbs-purple/dp/173251,"NexGard Chew for Dogs, 24.1-60 lbs, (Purple Box)",NexGard,$75.99,$72.19,,"NexGard Chews for Dogs, 24.1-60 lbs. are vet-recommended and FDA-approved to kill adult fleas fast before they have a chance to lay eggs. This product is also FDA-approved to help prevent Lyme infections as a direct result of killing black-legged ticks. Each fast-acting chew provides safe and effective protection, killing fleas and ticks for a full month. And the chews are easy to give because dogs love the delicious beef flavor—you may even give them to your dog with or without food! Each NexGard bite-sized monthly dose is gentle enough to give to puppies and dogs as young as 8 weeks, weighing as little as 4 pounds.",Rx
158994,https://www.chewy.com/revolution-plus-topical-solution-cats/dp/185729,"Revolution Plus Topical Solution for Cats, 5.6-11 lbs, (Orange Box)",Revolution Plus,$76.99,$73.14,,"Help protect your four-legged friend from pesky critters with this 6-in-1 broad spectrum monthly Topical Solution for Cats by Revolution Plus. Simply apply the quick-drying, small-volume prescription to help: kill fleas before they lay eggs, kill ticks for a full month, prevent heartworm disease and treat and control roundworms, hookworms and ear mites. This topical medication is suitable for cats and kittens eight weeks of age or older, weighing between 5.6 and 11 pounds.",Rx
158998,https://www.chewy.com/revolution-plus-topical-solution-cats/dp/185733,"Revolution Plus Topical Solution for Cats, 11.1-22 lbs, (Green Box)",Revolution Plus,$142.99,$135.84,,"Help protect your four-legged friend from pesky critters with this 6-in-1 broad spectrum monthly Topical Solution for Cats by Revolution Plus. Simply apply the quick-drying, small-volume prescription to help: kill fleas before they lay eggs, kill ticks for a full month, prevent heartworm disease and treat and control roundworms, hookworms and ear mites. This topical medication is suitable for cats and kittens eight weeks of age or older, weighing between 11.1 and 22 pounds.",Rx
146256,https://www.chewy.com/revolution-topical-solution-cats-51/dp/173099,"Revolution Topical Solution for Cats, 5.1-15 lbs, (Blue Box)",Revolution,$157.99,$150.09,,"Revolution is a medication that is applied directly to your furry friend's skin to protect them from biting critters. When applied every 30 days, Revolution protects against heartworms and fleas. It may also be effective in preventing and treating ear mites, roundworms, and hookworms.",Rx
224823,https://www.chewy.com/simparica-trio-chewable-tablet-dogs/dp/251351,"Simparica Trio Chewable Tablet for Dogs, 44.1-88 lbs, (Green Box)",Simparica Trio,$180.99,$171.94,,"Help your furry friend fight off pests with Simparica Trio Chewable Tablets for Dogs! Every purchase comes with 6 treatments that are specially formulated for canine companions 8 weeks of age and older, weighing between 44.1 and 88 pounds. Simparica Trio is the first and only product that combines sarolaner, moxidectin and pyrantel in each treatment to help prevent heartworm disease, kill fleas before they can lay eggs, kill 5 types of ticks, treat and prevent flea infestations and treat and control roundworms and hookworms. And each monthly chewable tablet has a palatable liver flavor and can be taken with or without food!",Rx
296774,https://www.chewy.com/thyro-tabs-levothyroxine-sodium/dp/323120,Thyro-Tabs (Levothyroxine Sodium) Tablets,Thyro-Tabs,$14.40,$13.68,,Thyro-Tabs are an oral prescription tablet that provides hormone replacement therapy in dogs and cats to treat the symptoms of hypothyroidism when thyroid production is lower than normal. Having a balanced amount of thyroid hormone is important in sustaining normal mental health and physical activity for your pets.,Rx
147782,https://www.chewy.com/tiny-tiger-chunks-in-extra-gravy/dp/174615,Tiny Tiger Chunks in EXTRA Gravy Seafood Recipes Variety Pack Grain-Free Canned Cat Food,Tiny Tiger,$18.05,$17.15,4.5 pounds,"Feed your cat’s biggest dreams with a bowlful of delicious, grain-free nutrition. Tiny Tiger Chunks in Extra Gravy recipes deliver the protein your mighty feline needs to perform at his best, with a variety of crave-able proteins—including real whitefish, salmon and tuna. It’s a complete and balanced diet in every can, and a total showstopper when it comes to flavor and nutrition. Your cat will love the taste of real fish in savory gravy, and you can feel good knowing each bite packs the nutrients he needs to stay in tip-top shape, like vitamins, minerals and essential amino acids like taurine. Plus, there’s real broth to add healthy hydration, and never any grains like corn, wheat or soy. Open up a can and feed the stripes within!",Non-Rx
108757,https://www.chewy.com/tylees-chicken-jerky-dog-treats-8-oz/dp/136147,"Tylee's Chicken Jerky Dog Treats, 8-oz bag",Tylee's,$18.50,$17.58,8.00 ounces,"Tylee’s Chicken Jerky Dog Treats are made with 100% chicken breast—the same quality meat that you would eat. When it comes to dog treat recipes, Tylee’s knows that less is really more. The only ingredient you’ll find listed is pure meat that’s been thinly sliced and dehydrated to create a jerky that’s chewy and irresistible. This delicious snack delivers 76% protein and all the flavor your dog craves. To keep every bite as fresh as the first, Tylee’s lets nature do its work by using a drying process instead of adding chemical preservatives. The result is a portable protein treat that you can take anywhere for spontaneous on-the-go rewards. Break them into bite-size pieces for tinier pups, or to just stretch out treat time.",Non-Rx
574142,https://www.chewy.com/vibeful-wild-alaskan-salmon-oil/dp/574142,Vibeful Wild Alaskan Salmon Oil Formula Liquid Skin & Coat Supplement for Dogs,Vibeful,$26.99,$25.64,,"If your pet loved American Journey Salmon Oil, they’ll love Vibeful Salmon Oil—with the same great taste and healthy omegas. Lights, omegas, action! This one is for the celebrities in training who are always ready for their closeup, because they make looking good look easy. And now we made it tasty! Sourced from wild Alaskan cold-water fish, Vibeful’s Wild Alaskan Salmon Oil Formula brings on the omegas with the whisker-licking taste your main character craves. EPA and DHA have made a name for themselves as the real supporting cast when it comes to skin and coat health, so your bestie can get that healthy glow that just may land them their very own reality TV show. Plus, this formula also helps maintain brain and vision health to really roll out the red carpet when it comes to daily wellness. Did we mention it’s made with delicious, wild Alaskan salmon and pollock oil so your bestie will be all over these omegas? You can give it on its own or easily mix it into their dinner, if you want to get fancy (celebrity treatment, amirite?).",Non-Rx
